     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
  pixels      Angstroms      counts      counts                                            pixel       pixels      pixels      pixels      pixels  
       0   2.292343e+04   7.044e+03   1.763e+01   1.258e-01   1.672e+02   9.581e-01    8.290e+02    7.670e+02   7.980e+02   7.989e+02   9.341e-01  
       1   2.292375e+04   6.933e+03   2.173e+01   1.258e-01   1.597e+02   9.092e-01    8.300e+02    7.677e+02   7.989e+02   7.989e+02   8.159e-03  
       2   2.292406e+04   7.051e+03   1.927e+01   1.258e-01   1.612e+02   9.033e-01    8.300e+02    7.678e+02   7.989e+02   7.989e+02  -1.060e-02  
       3   2.292438e+04   7.054e+03   2.023e+01   1.258e-01   1.590e+02   8.831e-01    8.299e+02    7.677e+02   7.988e+02   7.988e+02   1.419e-02  
       4   2.292469e+04   6.202e+03   1.552e+01   1.258e-01   1.513e+02   9.288e-01    8.298e+02    7.678e+02   7.988e+02   7.988e+02   2.452e-02  
       5   2.292501e+04   5.732e+03   1.354e+01   1.258e-01   1.444e+02   9.326e-01    8.300e+02    7.677e+02   7.988e+02   7.988e+02  -5.731e-02  
       6   2.292532e+04   5.950e+03   1.143e+01   1.258e-01   1.498e+02   9.493e-01    8.297e+02    7.676e+02   7.987e+02   7.988e+02   8.399e-02  
       7   2.292564e+04   6.833e+03   1.484e+01   1.258e-01   1.619e+02   9.336e-01    8.298e+02    7.676e+02   7.987e+02   7.987e+02   2.732e-02  
       8   2.292596e+04   7.492e+03   1.776e+01   1.258e-01   1.724e+02   9.406e-01    8.298e+02    7.677e+02   7.987e+02   7.987e+02  -3.167e-02  
       9   2.292627e+04   7.843e+03   1.915e+01   1.258e-01   1.723e+02   8.983e-01    8.299e+02    7.675e+02   7.987e+02   7.987e+02  -2.625e-02  
      10   2.292659e+04   8.163e+03   1.729e+01   1.258e-01   1.798e+02   9.239e-01    8.297e+02    7.675e+02   7.986e+02   7.986e+02   4.194e-02  
      11   2.292690e+04   8.316e+03   1.618e+01   1.258e-01   1.816e+02   9.222e-01    8.298e+02    7.675e+02   7.987e+02   7.986e+02  -5.767e-02  
      12   2.292722e+04   8.386e+03   2.078e+01   1.258e-01   1.827e+02   9.272e-01    8.297e+02    7.675e+02   7.986e+02   7.986e+02  -3.045e-02  
      13   2.292753e+04   8.266e+03   1.836e+01   1.258e-01   1.812e+02   9.268e-01    8.296e+02    7.674e+02   7.985e+02   7.986e+02   2.623e-02  
      14   2.292785e+04   8.492e+03   1.818e+01   1.258e-01   1.852e+02   9.332e-01    8.296e+02    7.674e+02   7.985e+02   7.985e+02   2.373e-02  
      15   2.292817e+04   8.508e+03   2.132e+01   1.258e-01   1.846e+02   9.288e-01    8.295e+02    7.674e+02   7.984e+02   7.985e+02   5.060e-02  
      16   2.292848e+04   8.585e+03   1.701e+01   1.258e-01   1.868e+02   9.327e-01    8.295e+02    7.673e+02   7.984e+02   7.985e+02   7.087e-02  
      17   2.292880e+04   8.610e+03   1.848e+01   1.258e-01   1.863e+02   9.271e-01    8.295e+02    7.673e+02   7.984e+02   7.984e+02   2.203e-02  
      18   2.292911e+04   8.593e+03   1.699e+01   1.258e-01   1.868e+02   9.318e-01    8.294e+02    7.673e+02   7.983e+02   7.984e+02   6.011e-02  
      19   2.292943e+04   8.444e+03   1.766e+01   1.258e-01   1.838e+02   9.251e-01    8.295e+02    7.673e+02   7.984e+02   7.984e+02  -6.733e-03  
      20   2.292975e+04   8.354e+03   1.822e+01   1.258e-01   1.832e+02   9.298e-01    8.293e+02    7.673e+02   7.983e+02   7.984e+02   3.205e-02  
      21   2.293006e+04   8.178e+03   1.587e+01   1.258e-01   1.808e+02   9.305e-01    8.295e+02    7.672e+02   7.983e+02   7.983e+02  -8.830e-03  
      22   2.293038e+04   8.288e+03   1.649e+01   1.258e-01   1.823e+02   9.294e-01    8.293e+02    7.672e+02   7.983e+02   7.983e+02   3.584e-02  
      23   2.293069e+04   8.429e+03   2.163e+01   1.258e-01   1.833e+02   9.265e-01    8.293e+02    7.672e+02   7.983e+02   7.983e+02   5.182e-03  
      24   2.293101e+04   8.721e+03   2.042e+01   1.258e-01   1.884e+02   9.359e-01    8.293e+02    7.671e+02   7.982e+02   7.982e+02   5.267e-02  
      25   2.293132e+04   8.587e+03   2.169e+01   1.258e-01   1.857e+02   9.294e-01    8.292e+02    7.671e+02   7.982e+02   7.982e+02   3.326e-02  
      26   2.293164e+04   8.644e+03   1.803e+01   1.258e-01   1.879e+02   9.347e-01    8.291e+02    7.671e+02   7.981e+02   7.982e+02   5.800e-02  
      27   2.293196e+04   8.415e+03   1.750e+01   1.258e-01   1.846e+02   9.336e-01    8.291e+02    7.671e+02   7.981e+02   7.981e+02   5.597e-02  
      28   2.293227e+04   8.371e+03   1.765e+01   1.258e-01   1.837e+02   9.317e-01    8.292e+02    7.671e+02   7.981e+02   7.981e+02  -1.925e-02  
      29   2.293259e+04   8.322e+03   1.814e+01   1.540e-01   1.826e+02   9.283e-01    8.293e+02    7.671e+02   7.982e+02   7.981e+02  -1.183e-01  
      30   2.293290e+04   8.461e+03   1.879e+01   2.779e+00   1.848e+02   9.315e-01    8.291e+02    7.670e+02   7.980e+02   7.981e+02   2.562e-02  
      31   2.293322e+04   8.534e+03   1.357e+01   1.601e+01   1.856e+02   9.269e-01    8.293e+02    7.672e+02   7.982e+02   7.980e+02  -1.935e-01  
      32   2.293354e+04   8.657e+03   1.532e+01   6.184e+00   1.882e+02   9.343e-01    8.290e+02    7.670e+02   7.980e+02   7.980e+02   2.025e-02  
      33   2.293385e+04   8.598e+03   1.651e+01   2.731e-01   1.874e+02   9.381e-01    8.291e+02    7.671e+02   7.981e+02   7.980e+02  -1.056e-01  
