     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
  pixels      Angstroms      counts      counts                                            pixel       pixels      pixels      pixels      pixels  
       0   2.225384e+04   1.076e+04   1.338e+01   1.258e-01   2.133e+02   9.643e-01    6.610e+02    6.000e+02   6.305e+02   6.314e+02   9.489e-01  
       1   2.225414e+04   1.107e+04   9.066e+00   1.258e-01   2.130e+02   9.242e-01    6.625e+02    6.005e+02   6.315e+02   6.314e+02  -4.972e-02  
       2   2.225444e+04   1.099e+04   1.151e+01   1.258e-01   2.104e+02   9.180e-01    6.624e+02    6.003e+02   6.313e+02   6.314e+02   7.100e-02  
       3   2.225474e+04   1.095e+04   7.356e+00   1.258e-01   2.089e+02   9.098e-01    6.624e+02    6.003e+02   6.314e+02   6.314e+02   1.971e-02  
       4   2.225504e+04   1.081e+04   6.913e+00   1.258e-01   2.131e+02   9.495e-01    6.624e+02    6.005e+02   6.314e+02   6.314e+02  -4.318e-02  
       5   2.225535e+04   1.081e+04   1.517e+01   1.258e-01   2.104e+02   9.386e-01    6.623e+02    6.004e+02   6.313e+02   6.314e+02   3.117e-02  
       6   2.225565e+04   1.079e+04   1.272e+01   1.258e-01   2.116e+02   9.442e-01    6.623e+02    6.004e+02   6.314e+02   6.313e+02  -1.625e-02  
       7   2.225595e+04   1.105e+04   1.418e+01   1.258e-01   2.111e+02   9.192e-01    6.623e+02    6.003e+02   6.313e+02   6.313e+02   2.472e-02  
       8   2.225625e+04   1.117e+04   6.967e+00   1.258e-01   2.158e+02   9.377e-01    6.622e+02    6.003e+02   6.313e+02   6.313e+02   4.754e-02  
       9   2.225655e+04   1.131e+04   1.616e+01   1.258e-01   2.133e+02   9.154e-01    6.623e+02    6.003e+02   6.313e+02   6.313e+02   1.848e-02  
      10   2.225685e+04   1.108e+04   9.917e+00   1.258e-01   2.148e+02   9.466e-01    6.622e+02    6.003e+02   6.313e+02   6.313e+02   7.019e-03  
      11   2.225715e+04   1.103e+04   1.369e+01   1.258e-01   2.144e+02   9.418e-01    6.623e+02    6.003e+02   6.313e+02   6.312e+02  -3.640e-02  
      12   2.225745e+04   1.110e+04   1.226e+01   1.258e-01   2.156e+02   9.496e-01    6.621e+02    6.003e+02   6.312e+02   6.312e+02   1.378e-02  
      13   2.225775e+04   1.096e+04   1.002e+01   1.258e-01   2.141e+02   9.444e-01    6.621e+02    6.004e+02   6.312e+02   6.312e+02  -2.211e-02  
      14   2.225805e+04   1.102e+04   1.315e+01   1.258e-01   2.140e+02   9.431e-01    6.621e+02    6.001e+02   6.311e+02   6.312e+02   8.405e-02  
      15   2.225835e+04   1.085e+04   9.794e+00   1.258e-01   2.120e+02   9.378e-01    6.622e+02    6.002e+02   6.312e+02   6.312e+02  -2.820e-02  
      16   2.225865e+04   1.099e+04   1.062e+01   1.258e-01   2.141e+02   9.454e-01    6.621e+02    6.002e+02   6.311e+02   6.312e+02   2.648e-02  
      17   2.225895e+04   1.080e+04   7.683e+00   1.258e-01   2.120e+02   9.439e-01    6.621e+02    6.002e+02   6.311e+02   6.311e+02  -1.186e-02  
      18   2.225925e+04   1.113e+04   7.195e+00   1.258e-01   2.164e+02   9.429e-01    6.620e+02    6.001e+02   6.311e+02   6.311e+02   5.507e-02  
      19   2.225956e+04   1.086e+04   7.448e+00   1.258e-01   2.131e+02   9.462e-01    6.622e+02    6.002e+02   6.312e+02   6.311e+02  -8.774e-02  
      20   2.225986e+04   1.095e+04   6.956e+00   1.258e-01   2.149e+02   9.500e-01    6.620e+02    6.001e+02   6.310e+02   6.311e+02   6.170e-02  
      21   2.226016e+04   1.086e+04   6.055e+00   1.258e-01   2.132e+02   9.432e-01    6.621e+02    6.002e+02   6.311e+02   6.311e+02  -5.371e-02  
      22   2.226046e+04   1.104e+04   1.104e+01   1.258e-01   2.153e+02   9.513e-01    6.619e+02    6.001e+02   6.310e+02   6.310e+02   6.008e-02  
      23   2.226076e+04   1.081e+04   9.149e+00   1.258e-01   2.124e+02   9.423e-01    6.620e+02    6.002e+02   6.311e+02   6.310e+02  -6.150e-02  
      24   2.226106e+04   1.086e+04   4.487e+00   1.258e-01   2.141e+02   9.503e-01    6.619e+02    6.001e+02   6.310e+02   6.310e+02  -9.063e-03  
      25   2.226136e+04   1.055e+04   5.392e+00   1.258e-01   2.091e+02   9.426e-01    6.621e+02    6.001e+02   6.311e+02   6.310e+02  -1.179e-01  
      26   2.226166e+04   1.071e+04   1.200e+01   1.258e-01   2.112e+02   9.480e-01    6.619e+02    6.001e+02   6.310e+02   6.310e+02  -2.779e-03  
      27   2.226197e+04   1.083e+04   9.244e+00   1.258e-01   2.124e+02   9.436e-01    6.619e+02    6.001e+02   6.310e+02   6.310e+02  -4.084e-02  
      28   2.226227e+04   1.115e+04   5.847e+00   1.258e-01   2.177e+02   9.511e-01    6.619e+02    6.000e+02   6.309e+02   6.309e+02  -1.311e-03  
