     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
  pixels      Angstroms      counts      counts                                            pixel       pixels      pixels      pixels      pixels  
       0   2.102482e+04   1.473e+04   2.515e+01   1.258e-01   2.555e+02   9.750e-01    3.550e+02    2.940e+02   3.245e+02   3.249e+02   3.546e-01  
       1   2.102511e+04   1.508e+04   2.562e+01   1.258e-01   2.644e+02   9.750e-01    3.557e+02    2.938e+02   3.248e+02   3.249e+02   9.715e-02  
       2   2.102540e+04   1.524e+04   2.497e+01   1.258e-01   2.609e+02   9.599e-01    3.561e+02    2.938e+02   3.249e+02   3.249e+02  -7.913e-02  
       3   2.102569e+04   1.506e+04   2.751e+01   1.258e-01   2.515e+02   9.230e-01    3.559e+02    2.939e+02   3.249e+02   3.249e+02   1.081e-04  
       4   2.102598e+04   1.491e+04   2.345e+01   1.258e-01   2.476e+02   9.207e-01    3.560e+02    2.938e+02   3.249e+02   3.249e+02  -5.705e-02  
       5   2.102627e+04   1.500e+04   2.083e+01   1.258e-01   2.520e+02   9.269e-01    3.559e+02    2.938e+02   3.248e+02   3.249e+02   1.769e-02  
       6   2.102656e+04   1.490e+04   2.550e+01   1.259e-01   2.494e+02   9.284e-01    3.562e+02    2.938e+02   3.250e+02   3.249e+02  -1.392e-01  
       7   2.102686e+04   1.536e+04   1.849e+01   1.672e-01   2.585e+02   9.332e-01    3.559e+02    2.937e+02   3.248e+02   3.249e+02   8.147e-02  
       8   2.102715e+04   1.538e+04   2.008e+01   1.762e+00   2.540e+02   9.236e-01    3.559e+02    2.938e+02   3.249e+02   3.249e+02   3.676e-03  
       9   2.102744e+04   1.543e+04   2.005e+01   6.520e+00   2.553e+02   9.163e-01    3.560e+02    2.938e+02   3.249e+02   3.249e+02   3.583e-03  
      10   2.102773e+04   1.528e+04   2.489e+01   2.917e+00   2.498e+02   9.222e-01    3.559e+02    2.939e+02   3.249e+02   3.249e+02  -2.353e-02  
      11   2.102802e+04   1.502e+04   1.679e+01   4.412e+00   2.506e+02   9.282e-01    3.559e+02    2.938e+02   3.249e+02   3.249e+02   3.034e-02  
      12   2.102831e+04   1.530e+04   2.031e+01   5.539e+00   2.575e+02   9.438e-01    3.561e+02    2.937e+02   3.249e+02   3.249e+02  -5.313e-02  
      13   2.102861e+04   1.499e+04   2.058e+01   8.171e-01   2.516e+02   9.323e-01    3.558e+02    2.939e+02   3.249e+02   3.249e+02   1.019e-02  
      14   2.102890e+04   1.546e+04   2.492e+01   1.345e-01   2.593e+02   9.424e-01    3.559e+02    2.937e+02   3.248e+02   3.249e+02   6.844e-02  
      15   2.102919e+04   1.529e+04   2.058e+01   1.258e-01   2.568e+02   9.363e-01    3.559e+02    2.937e+02   3.248e+02   3.249e+02   7.784e-02  
      16   2.102948e+04   1.539e+04   2.419e+01   1.258e-01   2.538e+02   9.297e-01    3.562e+02    2.936e+02   3.249e+02   3.249e+02   1.766e-03  
      17   2.102977e+04   1.483e+04   1.935e+01   1.258e-01   2.526e+02   9.445e-01    3.560e+02    2.938e+02   3.249e+02   3.249e+02   3.749e-02  
      18   2.103006e+04   1.488e+04   1.666e+01   1.258e-01   2.526e+02   9.453e-01    3.563e+02    2.940e+02   3.251e+02   3.249e+02  -2.470e-01  
      19   2.103036e+04   1.460e+04   1.521e+01   1.258e-01   2.517e+02   9.426e-01    3.559e+02    2.939e+02   3.249e+02   3.249e+02   1.290e-02  
      20   2.103065e+04   1.488e+04   2.078e+01   1.258e-01   2.515e+02   9.439e-01    3.560e+02    2.941e+02   3.250e+02   3.249e+02  -1.413e-01  
      21   2.103094e+04   1.493e+04   7.304e+00   1.258e-01   2.573e+02   9.476e-01    3.560e+02    2.939e+02   3.250e+02   3.249e+02  -5.234e-02  
      22   2.103123e+04   1.510e+04   1.651e+01   1.258e-01   2.567e+02   9.415e-01    3.561e+02    2.939e+02   3.250e+02   3.249e+02  -5.773e-02  
      23   2.103152e+04   1.484e+04   1.512e+01   1.258e-01   2.527e+02   9.425e-01    3.559e+02    2.938e+02   3.249e+02   3.249e+02   5.269e-02  
      24   2.103181e+04   1.496e+04   2.427e+01   1.258e-01   2.519e+02   9.381e-01    3.561e+02    2.939e+02   3.250e+02   3.249e+02  -5.713e-02  
      25   2.103211e+04   1.490e+04   2.089e+01   1.258e-01   2.520e+02   9.408e-01    3.560e+02    2.938e+02   3.249e+02   3.249e+02   1.077e-03  
      26   2.103240e+04   1.529e+04   3.321e+01   1.258e-01   2.560e+02   9.446e-01    3.560e+02    2.939e+02   3.249e+02   3.249e+02  -1.514e-02  
      27   2.103269e+04   1.515e+04   4.213e+01   1.258e-01   2.535e+02   9.419e-01    3.562e+02    2.938e+02   3.250e+02   3.249e+02  -8.175e-02  
      28   2.103298e+04   1.514e+04   5.754e+01   1.258e-01   2.500e+02   9.450e-01    3.560e+02    2.939e+02   3.250e+02   3.249e+02  -4.384e-02  
      29   2.103327e+04   1.486e+04   5.079e+01   1.258e-01   2.501e+02   9.492e-01    3.559e+02    2.937e+02   3.248e+02   3.249e+02   1.145e-01  
      30   2.103357e+04   1.510e+04   3.948e+01   1.282e-01   2.536e+02   9.462e-01    3.559e+02    2.939e+02   3.249e+02   3.249e+02   4.659e-02  
      31   2.103386e+04   1.488e+04   2.613e+01   7.461e-01   2.519e+02   9.456e-01    3.558e+02    2.939e+02   3.249e+02   3.249e+02   7.916e-02  
      32   2.103415e+04   1.529e+04   1.524e+01   1.610e+01   2.588e+02   9.514e-01    3.559e+02    2.939e+02   3.249e+02   3.249e+02   2.177e-02  
      33   2.103444e+04   1.516e+04   2.163e+01   5.060e+01   2.563e+02   9.506e-01    3.560e+02    2.939e+02   3.250e+02   3.249e+02  -1.824e-02  
      34   2.103473e+04   1.549e+04   2.524e+01   4.936e+01   2.587e+02   9.498e-01    3.559e+02    2.941e+02   3.250e+02   3.249e+02  -4.870e-02  
      35   2.103503e+04   1.532e+04   1.996e+01   1.401e+01   2.601e+02   9.598e-01    3.560e+02    2.939e+02   3.249e+02   3.249e+02   1.533e-02  
      36   2.103532e+04   1.551e+04   1.622e+01   5.924e-01   2.624e+02   9.572e-01    3.560e+02    2.939e+02   3.250e+02   3.249e+02  -1.500e-02  
      37   2.103561e+04   1.519e+04   1.558e+01   1.274e-01   2.570e+02   9.540e-01    3.559e+02    2.940e+02   3.250e+02   3.249e+02  -1.994e-02  
      38   2.103590e+04   1.512e+04   2.021e+01   1.258e-01   2.569e+02   9.564e-01    3.560e+02    2.940e+02   3.250e+02   3.249e+02  -4.926e-02  
