     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
  pixels      Angstroms      counts      counts                                            pixel       pixels      pixels      pixels      pixels  
       0   2.162200e+04   9.940e+03   9.088e+01   2.064e+00   1.500e+02   9.057e-01    5.050e+02    4.430e+02   4.740e+02   4.739e+02  -6.583e-02  
       1   2.162229e+04   1.039e+04   9.998e+01   9.973e+00   1.525e+02   8.768e-01    5.050e+02    4.429e+02   4.739e+02   4.739e+02   4.143e-03  
       2   2.162258e+04   1.060e+04   1.140e+02   8.427e+00   1.534e+02   8.707e-01    5.049e+02    4.430e+02   4.739e+02   4.739e+02  -5.758e-03  
       3   2.162287e+04   1.069e+04   1.101e+02   1.209e+00   1.578e+02   8.855e-01    5.050e+02    4.430e+02   4.740e+02   4.739e+02  -7.146e-02  
       4   2.162317e+04   1.030e+04   9.824e+01   1.406e-01   1.553e+02   9.062e-01    5.048e+02    4.430e+02   4.739e+02   4.739e+02  -4.465e-02  
       5   2.162346e+04   1.009e+04   8.645e+01   1.258e-01   1.550e+02   9.159e-01    5.047e+02    4.428e+02   4.737e+02   4.739e+02   1.536e-01  
       6   2.162375e+04   9.670e+03   8.769e+01   1.258e-01   1.487e+02   9.135e-01    5.049e+02    4.430e+02   4.739e+02   4.739e+02  -2.508e-02  
       7   2.162404e+04   9.406e+03   8.917e+01   1.258e-01   1.465e+02   9.153e-01    5.048e+02    4.430e+02   4.739e+02   4.739e+02  -2.883e-02  
       8   2.162433e+04   9.215e+03   8.317e+01   1.258e-01   1.433e+02   9.114e-01    5.048e+02    4.428e+02   4.738e+02   4.739e+02   6.562e-02  
       9   2.162462e+04   9.273e+03   7.037e+01   1.258e-01   1.439e+02   9.009e-01    5.048e+02    4.429e+02   4.739e+02   4.739e+02   7.402e-03  
      10   2.162492e+04   9.480e+03   6.056e+01   1.258e-01   1.465e+02   9.011e-01    5.047e+02    4.428e+02   4.737e+02   4.739e+02   1.140e-01  
      11   2.162521e+04   9.724e+03   6.425e+01   1.258e-01   1.500e+02   9.031e-01    5.048e+02    4.430e+02   4.739e+02   4.738e+02  -5.210e-02  
      12   2.162550e+04   9.961e+03   6.406e+01   1.258e-01   1.513e+02   8.947e-01    5.048e+02    4.428e+02   4.738e+02   4.738e+02   8.196e-02  
      13   2.162579e+04   9.734e+03   6.329e+01   1.258e-01   1.504e+02   9.041e-01    5.048e+02    4.429e+02   4.739e+02   4.738e+02  -4.127e-02  
      14   2.162608e+04   9.657e+03   6.230e+01   1.258e-01   1.498e+02   9.091e-01    5.046e+02    4.427e+02   4.736e+02   4.738e+02   1.943e-01  
      15   2.162637e+04   9.163e+03   4.884e+01   1.258e-01   1.441e+02   9.054e-01    5.050e+02    4.429e+02   4.739e+02   4.738e+02  -1.098e-01  
      16   2.162667e+04   8.743e+03   4.498e+01   1.258e-01   1.415e+02   9.270e-01    5.047e+02    4.429e+02   4.738e+02   4.738e+02   4.575e-02  
      17   2.162696e+04   8.202e+03   4.662e+01   1.258e-01   1.332e+02   9.198e-01    5.048e+02    4.432e+02   4.740e+02   4.738e+02  -1.728e-01  
      18   2.162725e+04   9.193e+03   4.553e+01   1.258e-01   1.438e+02   9.023e-01    5.048e+02    4.430e+02   4.739e+02   4.738e+02  -1.212e-01  
