     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
  pixels      Angstroms      counts      counts                                            pixel       pixels      pixels      pixels      pixels  
       0   2.292422e+04   7.687e+03   1.608e+01   1.258e-01   1.711e+02   9.577e-01    8.290e+02    7.670e+02   7.980e+02   7.989e+02   9.341e-01  
       1   2.292453e+04   7.813e+03   1.456e+01   1.258e-01   1.675e+02   9.062e-01    8.300e+02    7.677e+02   7.989e+02   7.989e+02   8.159e-03  
       2   2.292483e+04   7.678e+03   7.792e+00   1.258e-01   1.672e+02   9.139e-01    8.300e+02    7.678e+02   7.989e+02   7.989e+02  -1.060e-02  
       3   2.292514e+04   7.121e+03   4.291e+00   1.258e-01   1.580e+02   9.010e-01    8.299e+02    7.677e+02   7.988e+02   7.988e+02   1.419e-02  
       4   2.292544e+04   6.493e+03   1.080e+01   1.258e-01   1.525e+02   9.448e-01    8.298e+02    7.678e+02   7.988e+02   7.988e+02   2.452e-02  
       5   2.292575e+04   6.747e+03   8.435e+00   1.258e-01   1.560e+02   9.371e-01    8.300e+02    7.677e+02   7.988e+02   7.988e+02  -5.731e-02  
       6   2.292605e+04   7.545e+03   1.482e+01   1.258e-01   1.701e+02   9.669e-01    8.297e+02    7.676e+02   7.987e+02   7.988e+02   8.399e-02  
       7   2.292636e+04   8.269e+03   1.188e+01   1.258e-01   1.771e+02   9.325e-01    8.298e+02    7.676e+02   7.987e+02   7.987e+02   2.732e-02  
       8   2.292666e+04   8.551e+03   1.159e+01   1.258e-01   1.823e+02   9.423e-01    8.298e+02    7.677e+02   7.987e+02   7.987e+02  -3.167e-02  
       9   2.292697e+04   9.107e+03   1.351e+01   1.258e-01   1.857e+02   9.128e-01    8.299e+02    7.675e+02   7.987e+02   7.987e+02  -2.625e-02  
      10   2.292728e+04   9.263e+03   9.780e+00   1.258e-01   1.915e+02   9.363e-01    8.297e+02    7.675e+02   7.986e+02   7.986e+02   4.194e-02  
      11   2.292758e+04   9.192e+03   7.567e+00   1.258e-01   1.905e+02   9.326e-01    8.298e+02    7.675e+02   7.987e+02   7.986e+02  -5.767e-02  
      12   2.292789e+04   9.322e+03   1.274e+01   1.258e-01   1.919e+02   9.404e-01    8.297e+02    7.675e+02   7.986e+02   7.986e+02  -3.045e-02  
      13   2.292819e+04   9.329e+03   1.149e+01   1.258e-01   1.920e+02   9.368e-01    8.296e+02    7.674e+02   7.985e+02   7.986e+02   2.623e-02  
      14   2.292850e+04   9.487e+03   1.577e+01   1.258e-01   1.947e+02   9.476e-01    8.296e+02    7.674e+02   7.985e+02   7.985e+02   2.373e-02  
      15   2.292880e+04   9.597e+03   9.510e+00   1.258e-01   1.965e+02   9.427e-01    8.295e+02    7.674e+02   7.984e+02   7.985e+02   5.060e-02  
      16   2.292911e+04   9.564e+03   8.592e+00   1.258e-01   1.959e+02   9.375e-01    8.295e+02    7.673e+02   7.984e+02   7.985e+02   7.087e-02  
      17   2.292942e+04   9.632e+03   2.312e+00   1.258e-01   1.976e+02   9.422e-01    8.295e+02    7.673e+02   7.984e+02   7.984e+02   2.203e-02  
      18   2.292972e+04   9.453e+03   7.227e+00   1.258e-01   1.947e+02   9.408e-01    8.294e+02    7.673e+02   7.983e+02   7.984e+02   6.011e-02  
      19   2.293003e+04   9.256e+03   7.609e+00   1.258e-01   1.920e+02   9.380e-01    8.295e+02    7.673e+02   7.984e+02   7.984e+02  -6.733e-03  
      20   2.293034e+04   9.301e+03   1.000e+01   1.258e-01   1.926e+02   9.410e-01    8.293e+02    7.673e+02   7.983e+02   7.984e+02   3.205e-02  
      21   2.293064e+04   9.226e+03   8.019e+00   1.258e-01   1.917e+02   9.416e-01    8.295e+02    7.672e+02   7.983e+02   7.983e+02  -8.830e-03  
      22   2.293095e+04   9.439e+03   8.815e+00   1.258e-01   1.947e+02   9.396e-01    8.293e+02    7.672e+02   7.983e+02   7.983e+02   3.584e-02  
      23   2.293125e+04   9.539e+03   7.432e+00   1.258e-01   1.967e+02   9.464e-01    8.293e+02    7.672e+02   7.983e+02   7.983e+02   5.182e-03  
      24   2.293156e+04   9.705e+03   2.161e+00   1.258e-01   1.995e+02   9.451e-01    8.293e+02    7.671e+02   7.982e+02   7.982e+02   5.267e-02  
      25   2.293187e+04   9.479e+03   1.043e+01   1.258e-01   1.954e+02   9.448e-01    8.292e+02    7.671e+02   7.982e+02   7.982e+02   3.326e-02  
      26   2.293217e+04   9.440e+03   1.049e+01   1.258e-01   1.945e+02   9.432e-01    8.291e+02    7.671e+02   7.981e+02   7.982e+02   5.800e-02  
      27   2.293248e+04   9.397e+03   6.820e+00   1.258e-01   1.942e+02   9.408e-01    8.291e+02    7.671e+02   7.981e+02   7.981e+02   5.597e-02  
      28   2.293279e+04   9.488e+03   3.741e+00   1.258e-01   1.965e+02   9.480e-01    8.292e+02    7.671e+02   7.981e+02   7.981e+02  -1.925e-02  
      29   2.293309e+04   9.310e+03   7.851e+00   1.540e-01   1.934e+02   9.463e-01    8.293e+02    7.671e+02   7.982e+02   7.981e+02  -1.183e-01  
      30   2.293340e+04   9.561e+03   8.386e+00   2.779e+00   1.967e+02   9.473e-01    8.291e+02    7.670e+02   7.980e+02   7.981e+02   2.562e-02  
