     col           wave        flux         sky   synth_sky         snr        flat  trace_upper  trace_lower  trace_mean   trace_fit     fit_res  
  pixels      Angstroms      counts      counts                                            pixel       pixels      pixels      pixels      pixels  
       0   2.046216e+04   8.166e+03   1.805e+02   1.258e-01   1.300e+02   9.156e-01    2.150e+02    1.520e+02   1.835e+02   1.833e+02  -1.965e-01  
       1   2.046244e+04   8.315e+03   1.785e+02   1.258e-01   1.306e+02   8.996e-01    2.144e+02    1.523e+02   1.833e+02   1.833e+02  -6.140e-03  
       2   2.046271e+04   8.565e+03   1.754e+02   1.258e-01   1.339e+02   9.000e-01    2.146e+02    1.521e+02   1.834e+02   1.833e+02  -2.455e-02  
       3   2.046299e+04   8.716e+03   1.749e+02   1.258e-01   1.385e+02   9.220e-01    2.146e+02    1.523e+02   1.834e+02   1.833e+02  -7.233e-02  
       4   2.046327e+04   8.595e+03   1.757e+02   1.258e-01   1.362e+02   9.194e-01    2.145e+02    1.522e+02   1.834e+02   1.834e+02  -1.395e-02  
       5   2.046354e+04   8.747e+03   1.765e+02   1.258e-01   1.406e+02   9.348e-01    2.147e+02    1.522e+02   1.834e+02   1.834e+02  -7.353e-02  
       6   2.046382e+04   8.813e+03   1.811e+02   1.258e-01   1.388e+02   9.260e-01    2.145e+02    1.522e+02   1.833e+02   1.834e+02   5.357e-02  
       7   2.046409e+04   8.480e+03   1.721e+02   1.258e-01   1.354e+02   9.164e-01    2.146e+02    1.523e+02   1.834e+02   1.834e+02  -5.752e-02  
       8   2.046437e+04   7.651e+03   1.548e+02   1.258e-01   1.253e+02   9.199e-01    2.145e+02    1.523e+02   1.834e+02   1.834e+02  -1.717e-02  
       9   2.046465e+04   6.627e+03   1.507e+02   1.258e-01   1.112e+02   9.119e-01    2.146e+02    1.525e+02   1.835e+02   1.834e+02  -1.001e-01  
      10   2.046492e+04   5.751e+03   1.509e+02   1.258e-01   9.836e+01   9.124e-01    2.144e+02    1.520e+02   1.832e+02   1.834e+02   2.057e-01  
      11   2.046520e+04   5.336e+03   1.417e+02   1.258e-01   9.304e+01   9.113e-01    2.146e+02    1.524e+02   1.835e+02   1.834e+02  -5.017e-02  
      12   2.046548e+04   5.474e+03   1.470e+02   1.258e-01   9.378e+01   8.995e-01    2.146e+02    1.522e+02   1.834e+02   1.834e+02   6.621e-02  
      13   2.046575e+04   6.305e+03   1.499e+02   1.258e-01   1.061e+02   9.020e-01    2.149e+02    1.523e+02   1.836e+02   1.835e+02  -1.224e-01  
      14   2.046603e+04   7.241e+03   1.548e+02   1.258e-01   1.177e+02   8.987e-01    2.146e+02    1.522e+02   1.834e+02   1.835e+02   1.077e-01  
      15   2.046631e+04   7.360e+03   1.543e+02   1.258e-01   1.199e+02   8.997e-01    2.148e+02    1.523e+02   1.836e+02   1.835e+02  -7.337e-02  
      16   2.046658e+04   7.277e+03   1.553e+02   1.258e-01   1.178e+02   8.960e-01    2.146e+02    1.522e+02   1.834e+02   1.835e+02   5.437e-02  
      17   2.046686e+04   6.972e+03   1.537e+02   1.258e-01   1.153e+02   9.036e-01    2.148e+02    1.523e+02   1.836e+02   1.835e+02  -6.451e-02  
      18   2.046713e+04   7.223e+03   1.560e+02   1.258e-01   1.185e+02   9.126e-01    2.147e+02    1.522e+02   1.835e+02   1.835e+02   7.105e-02  
      19   2.046741e+04   7.082e+03   1.517e+02   1.258e-01   1.173e+02   9.118e-01    2.146e+02    1.524e+02   1.835e+02   1.835e+02   5.262e-02  
      20   2.046769e+04   7.003e+03   1.570e+02   1.258e-01   1.153e+02   9.087e-01    2.147e+02    1.523e+02   1.835e+02   1.835e+02   2.919e-02  
      21   2.046796e+04   6.738e+03   1.494e+02   1.258e-01   1.126e+02   9.096e-01    2.148e+02    1.524e+02   1.836e+02   1.836e+02   3.436e-03  
      22   2.046824e+04   6.882e+03   1.537e+02   1.258e-01   1.142e+02   9.117e-01    2.148e+02    1.524e+02   1.836e+02   1.836e+02  -2.173e-02  
      23   2.046852e+04   7.189e+03   1.578e+02   1.258e-01   1.189e+02   9.190e-01    2.147e+02    1.523e+02   1.835e+02   1.836e+02   5.237e-02  
      24   2.046879e+04   7.739e+03   1.521e+02   1.258e-01   1.264e+02   9.192e-01    2.147e+02    1.525e+02   1.836e+02   1.836e+02   2.767e-03  
      25   2.046907e+04   7.595e+03   1.585e+02   1.258e-01   1.249e+02   9.249e-01    2.147e+02    1.524e+02   1.836e+02   1.836e+02   3.105e-02  
      26   2.046935e+04   7.082e+03   1.560e+02   1.258e-01   1.180e+02   9.241e-01    2.147e+02    1.524e+02   1.836e+02   1.836e+02   5.340e-02  
      27   2.046963e+04   6.236e+03   1.519e+02   1.258e-01   1.070e+02   9.294e-01    2.148e+02    1.525e+02   1.836e+02   1.836e+02  -4.126e-03  
      28   2.046990e+04   5.865e+03   1.477e+02   1.258e-01   1.015e+02   9.251e-01    2.147e+02    1.524e+02   1.836e+02   1.836e+02   7.225e-02  
      29   2.047018e+04   5.664e+03   1.342e+02   1.258e-01   9.935e+01   9.242e-01    2.148e+02    1.524e+02   1.836e+02   1.837e+02   8.218e-02  
      30   2.047046e+04   6.511e+03   1.430e+02   1.258e-01   1.108e+02   9.241e-01    2.148e+02    1.525e+02   1.836e+02   1.837e+02   2.098e-02  
      31   2.047073e+04   7.325e+03   1.537e+02   1.258e-01   1.214e+02   9.205e-01    2.147e+02    1.525e+02   1.836e+02   1.837e+02   5.896e-02  
      32   2.047101e+04   8.103e+03   1.564e+02   1.258e-01   1.312e+02   9.218e-01    2.148e+02    1.525e+02   1.837e+02   1.837e+02   1.847e-02  
      33   2.047129e+04   7.949e+03   1.501e+02   1.258e-01   1.298e+02   9.199e-01    2.148e+02    1.526e+02   1.837e+02   1.837e+02   7.738e-03  
      34   2.047156e+04   7.800e+03   1.479e+02   1.258e-01   1.278e+02   9.199e-01    2.149e+02    1.527e+02   1.838e+02   1.837e+02  -8.273e-02  
      35   2.047184e+04   7.738e+03   1.537e+02   1.258e-01   1.275e+02   9.246e-01    2.147e+02    1.528e+02   1.838e+02   1.837e+02  -2.494e-02  
      36   2.047212e+04   8.221e+03   1.575e+02   1.258e-01   1.324e+02   9.190e-01    2.148e+02    1.526e+02   1.837e+02   1.837e+02   2.911e-02  
