File,Temp,Logg,Metal,Alpha
lte050.0-5.0-0.0a+0.0.BT-Settl.spec.7,5000.0,5.0,-0.0,0.0
lte050.0-5.5-0.0a+0.0.BT-Settl.spec.7,5000.0,5.5,-0.0,0.0
lte051.0-2.5-0.0a+0.0.BT-Settl.spec.7,5100.0,2.5,-0.0,0.0
lte051.0-3.0-0.0a+0.0.BT-Settl.spec.7,5100.0,3.0,-0.0,0.0
lte051.0-3.5-0.0a+0.0.BT-Settl.spec.7,5100.0,3.5,-0.0,0.0
lte051.0-4.0-0.0a+0.0.BT-Settl.spec.7,5100.0,4.0,-0.0,0.0
lte051.0-4.5-0.0a+0.0.BT-Settl.spec.7,5100.0,4.5,-0.0,0.0
lte051.0-5.0-0.0a+0.0.BT-Settl.spec.7,5100.0,5.0,-0.0,0.0
lte051.0-5.5-0.0a+0.0.BT-Settl.spec.7,5100.0,5.5,-0.0,0.0
lte052.0-2.5-0.0a+0.0.BT-Settl.spec.7,5200.0,2.5,-0.0,0.0
lte052.0-3.0-0.0a+0.0.BT-Settl.spec.7,5200.0,3.0,-0.0,0.0
lte052.0-3.5-0.0a+0.0.BT-Settl.spec.7,5200.0,3.5,-0.0,0.0
lte052.0-4.0-0.0a+0.0.BT-Settl.spec.7,5200.0,4.0,-0.0,0.0
lte052.0-4.5-0.0a+0.0.BT-Settl.spec.7,5200.0,4.5,-0.0,0.0
lte052.0-5.0-0.0a+0.0.BT-Settl.spec.7,5200.0,5.0,-0.0,0.0
lte052.0-5.5-0.0a+0.0.BT-Settl.spec.7,5200.0,5.5,-0.0,0.0
lte053.0-2.5-0.0a+0.0.BT-Settl.spec.7,5300.0,2.5,-0.0,0.0
lte053.0-3.0-0.0a+0.0.BT-Settl.spec.7,5300.0,3.0,-0.0,0.0
lte053.0-3.5-0.0a+0.0.BT-Settl.spec.7,5300.0,3.5,-0.0,0.0
lte053.0-4.0-0.0a+0.0.BT-Settl.spec.7,5300.0,4.0,-0.0,0.0
lte053.0-4.5-0.0a+0.0.BT-Settl.spec.7,5300.0,4.5,-0.0,0.0
lte053.0-5.0-0.0a+0.0.BT-Settl.spec.7,5300.0,5.0,-0.0,0.0
lte053.0-5.5-0.0a+0.0.BT-Settl.spec.7,5300.0,5.5,-0.0,0.0
lte054.0-2.5-0.0a+0.0.BT-Settl.spec.7,5400.0,2.5,-0.0,0.0
lte054.0-3.0-0.0a+0.0.BT-Settl.spec.7,5400.0,3.0,-0.0,0.0
lte054.0-3.5-0.0a+0.0.BT-Settl.spec.7,5400.0,3.5,-0.0,0.0
lte054.0-4.0-0.0a+0.0.BT-Settl.spec.7,5400.0,4.0,-0.0,0.0
lte054.0-4.5-0.0a+0.0.BT-Settl.spec.7,5400.0,4.5,-0.0,0.0
lte054.0-5.0-0.0a+0.0.BT-Settl.spec.7,5400.0,5.0,-0.0,0.0
lte054.0-5.5-0.0a+0.0.BT-Settl.spec.7,5400.0,5.5,-0.0,0.0
lte055.0-2.5-0.0a+0.0.BT-Settl.spec.7,5500.0,2.5,-0.0,0.0
lte055.0-3.0-0.0a+0.0.BT-Settl.spec.7,5500.0,3.0,-0.0,0.0
lte055.0-3.5-0.0a+0.0.BT-Settl.spec.7,5500.0,3.5,-0.0,0.0
lte055.0-4.0-0.0a+0.0.BT-Settl.spec.7,5500.0,4.0,-0.0,0.0
lte055.0-4.5-0.0a+0.0.BT-Settl.spec.7,5500.0,4.5,-0.0,0.0
lte055.0-5.0-0.0a+0.0.BT-Settl.spec.7,5500.0,5.0,-0.0,0.0
lte055.0-5.5-0.0a+0.0.BT-Settl.spec.7,5500.0,5.5,-0.0,0.0
lte056.0-2.5-0.0a+0.0.BT-Settl.spec.7,5600.0,2.5,-0.0,0.0
lte056.0-3.0-0.0a+0.0.BT-Settl.spec.7,5600.0,3.0,-0.0,0.0
lte056.0-3.5-0.0a+0.0.BT-Settl.spec.7,5600.0,3.5,-0.0,0.0
lte056.0-4.0-0.0a+0.0.BT-Settl.spec.7,5600.0,4.0,-0.0,0.0
lte056.0-4.5-0.0a+0.0.BT-Settl.spec.7,5600.0,4.5,-0.0,0.0
lte056.0-5.0-0.0a+0.0.BT-Settl.spec.7,5600.0,5.0,-0.0,0.0
lte056.0-5.5-0.0a+0.0.BT-Settl.spec.7,5600.0,5.5,-0.0,0.0
lte057.0-2.5-0.0a+0.0.BT-Settl.spec.7,5700.0,2.5,-0.0,0.0
lte057.0-3.0-0.0a+0.0.BT-Settl.spec.7,5700.0,3.0,-0.0,0.0
lte057.0-3.5-0.0a+0.0.BT-Settl.spec.7,5700.0,3.5,-0.0,0.0
lte057.0-4.0-0.0a+0.0.BT-Settl.spec.7,5700.0,4.0,-0.0,0.0
lte057.0-4.5-0.0a+0.0.BT-Settl.spec.7,5700.0,4.5,-0.0,0.0
lte057.0-5.0-0.0a+0.0.BT-Settl.spec.7,5700.0,5.0,-0.0,0.0
lte057.0-5.5-0.0a+0.0.BT-Settl.spec.7,5700.0,5.5,-0.0,0.0
lte058.0-2.5-0.0a+0.0.BT-Settl.spec.7,5800.0,2.5,-0.0,0.0
lte058.0-3.0-0.0a+0.0.BT-Settl.spec.7,5800.0,3.0,-0.0,0.0
lte058.0-3.5-0.0a+0.0.BT-Settl.spec.7,5800.0,3.5,-0.0,0.0
lte058.0-4.0-0.0a+0.0.BT-Settl.spec.7,5800.0,4.0,-0.0,0.0
lte058.0-4.5-0.0a+0.0.BT-Settl.spec.7,5800.0,4.5,-0.0,0.0
lte058.0-5.0-0.0a+0.0.BT-Settl.spec.7,5800.0,5.0,-0.0,0.0
lte058.0-5.5-0.0a+0.0.BT-Settl.spec.7,5800.0,5.5,-0.0,0.0
lte059.0-2.5-0.0a+0.0.BT-Settl.spec.7,5900.0,2.5,-0.0,0.0
lte059.0-3.0-0.0a+0.0.BT-Settl.spec.7,5900.0,3.0,-0.0,0.0
lte059.0-3.5-0.0a+0.0.BT-Settl.spec.7,5900.0,3.5,-0.0,0.0
lte059.0-4.0-0.0a+0.0.BT-Settl.spec.7,5900.0,4.0,-0.0,0.0
lte059.0-4.5-0.0a+0.0.BT-Settl.spec.7,5900.0,4.5,-0.0,0.0
lte059.0-5.0-0.0a+0.0.BT-Settl.spec.7,5900.0,5.0,-0.0,0.0
lte059.0-5.5-0.0a+0.0.BT-Settl.spec.7,5900.0,5.5,-0.0,0.0
lte060.0-2.5-0.0a+0.0.BT-Settl.spec.7,6000.0,2.5,-0.0,0.0
lte060.0-3.0-0.0a+0.0.BT-Settl.spec.7,6000.0,3.0,-0.0,0.0
lte060.0-3.5-0.0a+0.0.BT-Settl.spec.7,6000.0,3.5,-0.0,0.0
lte060.0-4.0-0.0a+0.0.BT-Settl.spec.7,6000.0,4.0,-0.0,0.0
lte060.0-4.5-0.0a+0.0.BT-Settl.spec.7,6000.0,4.5,-0.0,0.0
lte060.0-5.0-0.0a+0.0.BT-Settl.spec.7,6000.0,5.0,-0.0,0.0
lte060.0-5.5-0.0a+0.0.BT-Settl.spec.7,6000.0,5.5,-0.0,0.0
